insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-01-20', '2000-02-20', '2000-02-13', '1631661548526', '76824095338', '978-0-18-072205-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1979-04-28', '1979-05-25', '1979-05-02', '8267804759394', '70483526983', '978-0-07-415920-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-06-04', '1976-06-06', '1976-06-10', '3090319717383', '94208715332', '978-1-943336-77-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-03-08', '2012-03-24', '2012-03-25', '7572932229352', '89516472346', '978-1-4718-2685-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-12-09', '2007-12-24', '2008-01-07', '1032491399652', '04725138932', '978-0-337-01876-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2008-01-10', '2008-01-22', '2008-01-21', '0275485866810', '92386075400', '978-0-426-28253-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-09-01', '1983-09-12', '1983-09-04', '3832273112855', '97408163204', '978-0-18-136218-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2015-01-22', '2015-02-06', '2015-02-06', '8225135447045', '83246917582', '978-1-924269-49-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1973-09-30', '1973-10-28', '1973-10-21', '3328223406162', '05462371853', '978-1-55413-629-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1982-05-28', '1982-05-29', '1982-06-06', '5943303159950', '01976284350', '978-0-09-420739-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-04-14', '2000-05-08', '2000-05-14', '3845638152151', '03571864948', '978-0-7231-9469-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-07-07', '1975-07-13', '1975-07-17', '3481336997795', '58649713084', '978-1-66132-457-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-01-17', '2009-01-27', '2009-01-31', '9700525365998', '47961523006', '978-1-84335-019-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1999-03-22', '1999-04-10', '1999-03-30', '8938711430019', '17038256408', '978-1-186-07023-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1973-04-11', '1973-05-07', '1973-04-28', '8292374558764', '60792835140', '978-0-8238-8725-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1973-08-31', '1973-09-13', '1973-09-18', '9170526921507', '48973506110', '978-0-9577514-2-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-08-09', '2010-08-13', '2010-08-28', '0583286412236', '63589021721', '978-1-321-22276-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1981-10-27', '1981-11-24', '1981-11-24', '4891028343639', '47068921396', '978-0-248-12056-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-05-03', '1992-05-26', '1992-05-31', '4208831635576', '79681540301', '978-1-4055-9386-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-02-18', '1990-03-13', '1990-03-17', '5540623794177', '27534609810', '978-1-265-38712-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-02-14', '1990-03-08', '1990-03-06', '0373024954704', '41756309299', '978-0-11-298015-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1981-12-17', '1982-01-08', '1982-01-14', '4488072985740', '40231865970', '978-0-14-196834-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-11-12', '2007-11-16', '2007-11-17', '2410193149048', '63574082983', '978-1-255-41680-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-07-31', '2004-08-19', '2004-08-03', '1582538127767', '37512408617', '978-0-13-768247-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-02-23', '2010-03-04', '2010-03-06', '1723248304981', '27846531026', '978-1-06-003237-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-09-12', '1991-10-07', '1991-09-30', '5895604693568', '51907682368', '978-1-02-703808-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-11-23', '2017-11-25', '2017-12-05', '5301628011290', '06785324190', '978-1-947156-44-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2015-12-13', '2015-12-29', '2016-01-11', '0694986010049', '32189465060', '978-0-296-50555-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-07-01', '2018-07-17', '2018-07-26', '8742743894943', '21453790616', '978-0-85079-980-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-01-23', '2004-01-29', '2004-02-13', '1791771329092', '90761248501', '978-0-00-055321-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-08-05', '1976-08-31', '1976-08-10', '3442911830739', '07683524956', '978-0-7477-6976-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-01-07', '1990-01-27', '1990-01-26', '8246076509500', '67832419040', '978-1-69110-349-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-07-07', '1975-07-29', '1975-07-29', '9280359239943', '81402973640', '978-0-01-734613-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-09-27', '1995-10-27', '1995-10-09', '4065656179872', '46952731016', '978-0-89222-934-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2001-10-25', '2001-10-31', '2001-11-08', '2821972782637', '20961587458', '978-1-77195-547-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1978-07-26', '1978-08-23', '1978-08-13', '2238350786093', '34105762907', '978-1-273-28262-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1980-02-08', '1980-03-02', '1980-02-29', '2131425249540', '17098634204', '978-0-426-97473-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1986-04-10', '1986-05-02', '1986-04-20', '4747277188050', '60291475876', '978-1-173-80963-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-01-02', '1989-01-25', '1989-01-23', '1677856264888', '94302768592', '978-1-137-91334-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-05-12', '1998-05-24', '1998-05-17', '6246207532881', '98256031433', '978-0-8137-9866-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-08-20', '1995-09-11', '1995-09-10', '4277359720811', '37812954005', '978-0-05-837217-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1970-05-07', '1970-05-21', '1970-05-26', '1905991729482', '48153290797', '978-0-85404-005-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-09-04', '1983-09-19', '1983-09-09', '1566764743069', '32901486703', '978-1-4671-9756-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1970-03-26', '1970-04-23', '1970-04-08', '7024724063335', '39415067225', '978-1-5430-5388-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-04-07', '1975-04-13', '1975-04-16', '2154624380364', '80497632187', '978-0-437-23513-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2001-06-23', '2001-07-01', '2001-07-22', '9283829545193', '13256790895', '978-1-228-27903-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1972-12-26', '1973-01-19', '1973-01-06', '8371031368257', '06581423998', '978-1-60629-135-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2022-06-28', '2022-07-17', '2022-07-01', '8122492000312', '42517809658', '978-1-85663-347-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-09-07', '1992-09-08', '1992-09-26', '4405623605414', '83926475137', '978-1-160-72672-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-12-24', '1993-12-30', '1994-01-20', '1903635126277', '19057283441', '978-0-88853-659-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1979-05-26', '1979-06-20', '1979-06-04', '6072993733405', '91326470850', '978-1-83562-448-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-01-06', '1985-01-31', '1985-01-18', '7850454859388', '67958324146', '978-0-08-136737-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2015-06-10', '2015-07-01', '2015-07-08', '8677007441819', '93561408206', '978-1-4985-8804-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-11-09', '2018-11-25', '2018-11-27', '4588390882551', '83061752986', '978-1-366-32388-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1996-09-24', '1996-10-09', '1996-10-01', '8354317927898', '65189324060', '978-0-7567-5915-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2006-01-24', '2006-02-14', '2006-02-24', '9730524037718', '62970381559', '978-0-13-765796-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1982-05-24', '1982-06-08', '1982-05-27', '4595469055570', '32049561806', '978-1-86515-914-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-10-30', '1984-11-08', '1984-11-10', '9179232658592', '97561840357', '978-1-937135-68-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-09-28', '1990-10-14', '1990-10-08', '7865386888931', '29617485001', '978-1-80816-856-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1979-09-01', '1979-10-01', '1979-09-26', '4680638127797', '45163287982', '978-1-09-293054-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2021-07-19', '2021-07-26', '2021-08-06', '9407660835194', '27401695820', '978-1-251-71671-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-02-24', '1998-03-22', '1998-03-27', '0387500876923', '16428395746', '978-1-871977-83-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-12-01', '1987-12-02', '1987-12-04', '0798415780166', '98276350429', '978-0-349-05191-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-06-06', '1990-06-26', '1990-07-05', '4623506515425', '98705124379', '978-0-8228-7031-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-06-15', '1998-06-17', '1998-06-19', '1245403469675', '94856021702', '978-0-534-72180-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1978-09-29', '1978-10-05', '1978-10-09', '9390596902217', '39645278155', '978-1-190-94331-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1999-04-20', '1999-04-22', '1999-04-29', '5480438975913', '60195732812', '978-0-678-40407-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-04-01', '1998-04-17', '1998-05-01', '1409755141355', '48905213642', '978-1-936670-88-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1988-10-06', '1988-10-23', '1988-10-27', '7507382072265', '45169207867', '978-0-258-94347-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1973-12-19', '1974-01-11', '1973-12-21', '4544964513771', '35768149228', '978-1-00-762824-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-03-04', '2004-03-29', '2004-03-24', '1650939701166', '98142375079', '978-1-904115-79-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1986-10-12', '1986-11-10', '1986-10-25', '3102762425637', '83651274071', '978-0-06-459381-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-05-25', '1977-06-09', '1977-06-10', '7299359333416', '08763951240', '978-0-293-99672-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-02-04', '2018-02-09', '2018-03-01', '6827438071082', '01674285353', '978-0-466-24385-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-03-20', '2010-04-18', '2010-04-20', '2289029761361', '45798602338', '978-0-16-816409-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-11-29', '1983-12-19', '1983-12-13', '3991244527286', '08156423933', '978-1-102-25401-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-09-04', '2002-09-28', '2002-10-04', '5972223206697', '70648215326', '978-0-942314-37-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-01-30', '1975-02-15', '1975-02-17', '8510492139352', '12365804780', '978-1-352-20505-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1974-09-14', '1974-09-18', '1974-10-02', '0287115431558', '16427538900', '978-1-194-24598-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-06-27', '1983-07-27', '1983-07-07', '8091045154911', '81035249723', '978-1-67913-004-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-03-19', '1989-04-12', '1989-03-22', '2695828497958', '14879263591', '978-1-5297-7122-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-09-15', '1998-09-19', '1998-10-03', '2047153460181', '73186209404', '978-0-331-46286-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-04-21', '2012-04-28', '2012-04-29', '6957787025464', '46859132728', '978-1-04-489567-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1972-11-27', '1972-12-05', '1972-12-20', '6632812761837', '92053748141', '978-0-635-25972-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-10-14', '1995-11-04', '1995-10-16', '6042576132079', '70364819510', '978-0-358-31653-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-10-10', '2004-10-18', '2004-10-21', '1605541272153', '25648790120', '978-1-60034-089-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-03-31', '1975-04-21', '1975-04-07', '4057500390496', '68124590702', '978-0-9950567-4-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-04-10', '1976-04-19', '1976-04-28', '1691753611330', '30142867535', '978-1-966761-99-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2022-06-18', '2022-07-06', '2022-06-20', '5051063955535', '48257390160', '978-0-459-73856-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1986-04-08', '1986-05-08', '1986-05-09', '6243538042331', '27683150959', '978-0-15-737157-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-02-26', '1977-03-06', '1977-03-12', '3406501530089', '19403728523', '978-1-06-538157-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-10-06', '1993-10-18', '1993-11-04', '3237426373693', '62817095359', '978-1-5471-7755-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-11-21', '2013-12-02', '2013-12-05', '6133376410266', '39162480731', '978-0-04-935602-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-01-11', '2005-02-11', '2005-01-16', '8316637333230', '63180742526', '978-0-15-477313-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2021-08-23', '2021-09-19', '2021-08-31', '9638858459063', '76124350807', '978-1-300-85638-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-07-01', '2005-07-05', '2005-07-16', '7608576612417', '52417830914', '978-1-06-427339-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1974-01-01', '1974-01-11', '1974-01-08', '8630997839264', '46157089393', '978-1-246-52347-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-12-30', '2020-01-07', '2020-01-24', '1171000308997', '78356092400', '978-0-360-40234-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1973-09-13', '1973-09-25', '1973-09-28', '6288452600441', '94615708211', '978-1-4771-4851-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2011-02-15', '2011-03-11', '2011-02-21', '8325516592989', '78026435974', '978-1-257-87753-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-05-18', '2009-05-19', '2009-05-21', '7192220647219', '98607123440', '978-1-4461-4152-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-09-18', '2019-10-05', '2019-09-30', '2205139017747', '29813654015', '978-1-56035-783-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-11-29', '1991-12-02', '1991-12-28', '0841540679680', '72013458932', '978-0-11-390213-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1983-01-01', '1983-01-08', '1983-01-26', '6731360067351', '78320456126', '978-0-7768-6255-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-05-16', '1991-05-27', '1991-05-17', '8729387711690', '36519874264', '978-1-998574-98-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-01-02', '2010-01-03', '2010-01-30', '5033618001287', '10328564753', '978-1-02-099984-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-11-14', '2020-11-27', '2020-11-21', '5998408363146', '09537284123', '978-0-639-65507-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-12-14', '2006-01-07', '2005-12-25', '9252761715025', '85314270617', '978-1-61334-772-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2016-06-21', '2016-06-29', '2016-07-05', '5484191167950', '73560842956', '978-1-326-57218-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-12-02', '1990-12-06', '1991-01-01', '0272775278377', '16590382786', '978-0-531-10272-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1996-07-21', '1996-07-22', '1996-08-02', '9840327112731', '86752139482', '978-0-9705381-5-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-12-20', '1977-12-31', '1977-12-21', '0155208005514', '46801753975', '978-1-08-773732-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1978-01-16', '1978-01-31', '1978-01-20', '6843383996805', '04973562874', '978-1-77763-392-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1986-04-24', '1986-05-01', '1986-05-10', '9907618943532', '85967320121', '978-0-86499-083-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-06-14', '2007-06-19', '2007-07-10', '7181111667474', '76349215800', '978-1-945013-13-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-11-28', '2013-12-08', '2013-12-09', '6597716990083', '10923745823', '978-0-7229-9917-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-05-19', '1989-06-13', '1989-06-19', '5898965891550', '83170456253', '978-0-321-17016-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-11-04', '1976-11-10', '1976-12-05', '9473049451903', '81039745601', '978-1-348-15046-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1996-05-19', '1996-05-24', '1996-06-02', '2908633342161', '79430812505', '978-1-06-630386-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1981-11-21', '1981-12-17', '1981-12-09', '7476687705232', '71650348207', '978-0-945407-90-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-08-22', '2017-09-06', '2017-09-02', '8342089330749', '01937528405', '978-0-8335-7138-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-09-12', '1991-10-11', '1991-09-18', '1903815042878', '93685217003', '978-1-5150-0420-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-01-10', '2019-01-15', '2019-01-12', '4544278215040', '90827536186', '978-0-376-64984-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-12-17', '2021-01-16', '2021-01-15', '7667082131867', '04862937500', '978-1-246-22715-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2008-03-20', '2008-03-30', '2008-04-02', '0643578858101', '34259807188', '978-0-09-908587-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-02-10', '1992-03-12', '1992-02-29', '2530745608097', '48265713053', '978-0-489-16022-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-12-01', '1989-12-18', '1989-12-24', '4036977343785', '53062814942', '978-1-166-85753-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-08-14', '1984-09-06', '1984-09-02', '5502754929736', '58420796310', '978-1-137-18655-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2022-01-06', '2022-02-06', '2022-01-12', '4112774198824', '32571698419', '978-1-280-82977-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-02-09', '2018-03-10', '2018-03-01', '6307952003405', '26507941867', '978-0-615-09908-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1984-10-11', '1984-11-01', '1984-11-02', '6978472724103', '64278301987', '978-1-232-33885-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1972-01-01', '1972-01-23', '1972-01-29', '0751679321452', '02135948624', '978-0-266-20335-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-09-16', '2017-10-04', '2017-09-17', '1437281579359', '30864795157', '978-0-329-80098-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2014-07-22', '2014-08-16', '2014-08-20', '7792329044645', '63741058939', '978-1-268-64163-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2021-04-24', '2021-05-21', '2021-05-07', '2731195696966', '48325190698', '978-0-11-163975-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-10-21', '2019-11-13', '2019-10-28', '8962980478656', '94701586285', '978-0-345-32135-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-05-18', '1989-05-19', '1989-06-16', '1581221283193', '25403817662', '978-1-64817-175-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-05-13', '2017-06-07', '2017-06-10', '4000191686652', '09872465347', '978-1-194-77510-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-06-21', '1991-06-22', '1991-07-01', '1745223108506', '83475019639', '978-0-925151-34-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1998-03-12', '1998-04-07', '1998-03-28', '3079034332736', '67930542874', '978-0-521-67985-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2001-10-17', '2001-10-31', '2001-11-11', '7716337065546', '07564912820', '978-1-897524-45-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-06-30', '2002-07-04', '2002-07-28', '7826447867685', '10576932434', '978-1-58274-727-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-09-18', '1987-09-27', '1987-09-30', '1720150146623', '67058923400', '978-1-107-10996-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2022-07-27', '2022-08-03', '2022-08-12', '2327734925521', '68412035771', '978-1-306-90348-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1970-02-23', '1970-03-23', '1970-03-02', '9359713977347', '34081697213', '978-0-635-77307-4');
